Latest Year,Average CPI,Inflation Rate (%),Average Hourly Wage,Wage Growth (%),Real Wage Growth (%),Employment,Unemployment Rate (%)
2026.0,330.08,2.53,37.39,2.61,0.08,158731.17,4.3
